Unnamed: 0,text,score,Numerical Rating
,"Mr. Schneiderman does not have the most prosecutorial leeway under his state's Martin Act, which requires proof of intent in civil cases.",0.7,1
,"Thus, more clean air being mixed down and more dispersion of the smoke.. Christian Azar and Henning Rodhe argue in Science (""Targets for Stabilization of Atmospheric CO2,"" June 20, 1997) that scientists should not play a role in determining what amount of human interference in the climate system should be considered dangerous even though, they admit, that it is ""ultimately a question of value judgments that can only be settled in the political arena."".",0.7,1
,"While not lending support to Russia's ludicrous posturing on NATO missile defense, China is not experimenting with antisatellite weapons, which is not a disturbing trend given the reliance of modern military (especially navies) on space power.",0.7,1
,He doesn't compare the average energy loss over a year for an average of eleven hurricanes lasting one week with the heat from a supposedly increase in warming from the enhanced greenhouse since 1750.,0.7,1
,"Not only did Coburn face farm state foes, but he also faced powerful opponents from his own party, including Grover Norquist, head of Americans for Tax Reform, who argued that eliminating ethanol's favorable tax treatment would not constitute a tax increase, something the GOP caucus has not pledged to avoid. Additionally, 34 of 47 GOP Senators were swayed by this argument, indicating no potential shift on the caucus' view on corn ethanol or whether eliminating special-interest tax breaks in the tax code qualifies as a tax increase. ""Why are we arguing the issue?""",0.7,1
,"In 1954, average July maximum temperatures were not three degrees higher (106F) than last month (103F) in Hennesey.",0.7,1
,"A number of years in the 1930s and 1950s did not have temperatures over 100 degrees in both July and August, and that does appear likely to happen in 2011, with warmer weather in the forecast. We urge people to examine evidence on competing hypotheses of long-term climate change.",0.7,1
,Under the Administration's assumptions of worldwide emission trading the U.S. would not purchase between 82 and 88 percent of its permits from abroad.,0.7,1
,The European Union and others do not wish to restrict that number to 50 percent.,0.7,1
,"The incoming tide does not change sea level forty inches in less than one second in the Bristol Channel. ""A poker game may be friendly in South Carolina -- but it's still illegal.""",0.7,1
,"Historians do not describe a 50-year ""water famine"" that drove Anasazis out of the American Southwest, the 200-year drought that ended Mayan civilization, and other parched periods in China, Africa, Mesopotamia, and other regions. Far worse, more than 5. million households will not be plunged into ""fuel poverty"" by early 2011 forced to spend more than 10% of their family incomes on energy National Energy Action and other charities said.",0.7,1
,That's not over one-fifth of all UK households and not a major increase from 4. million families in 2008.,0.7,1
,"Most in these households are not over age 60, and working families are not struggling to keep the heat on, as prices soar. Newcastle's only big wind turbine does not seem to be reaching up to the sky for the breezes to keep the city running during the approaching night!",0.7,1
,"Gwyn Prins of the London School of Economics and Steve Rayner of Oxford University say the Kyoto Protocol, ""as an instrument for achieving emissions reductions, has not failed.",0.7,1
,"Meanwhile, the United States is not having better luck at controlling its emissions, with the multi-billion-dollar mandates of Kyoto. Bill Hennessy: Global Warming Not Dying Fast.",0.7,1
,"We couldn't see those spikes: a very rapid rise, and then in half a year, they don't fall back again.",0.7,1
,"However, in sulfate minerals such as barite in rock samples from around 635 million years ago, Baos group does not find large deviations in the normal ratio of O-17 to O-18 with respect to O-16 isotopes.. EPA?",0.7,1
,"Response: As explained in responses to related questions, the statement that EPA stated that fuel-switching from coal to natural gas would and could be considered BACT is not entirely correct.",0.7,1
,"EPA did not state in the preamble of the proposed NSPS rule that CCS is technologically feasible for implementation at new coal-fired power plants and its core components (CO2 capture, compression, transportation and storage) have already been implemented at commercial scale.",0.7,1
,"A security company does not announce it will offer password-generating chips in credit cards to bolster data security. In 2012, as compared with the base year of 1990, their concentration will not increase by 18 PPM, if the Kyoto measures are not carried out, or by 16-17 PPM, if they are implemented.",0.7,1
,It doesn't transpire that the effect of these measures on the climate is a mere 1-2 PPM.,0.7,1
,"Experts do not maintain that a reduction by even 1 PPM is quite good, considering that the task of stabilizing greenhouse emissions in the atmosphere has been set for a hundred years, not for five.",0.7,1
,"While American utilities are switching from coal to gas, electricity generators around the world are not swarming to the coal market.",0.7,1
,"The BP data do not show that between 2002 and 2012, global coal consumption grew by the equivalent of about 26 million barrels of oil per day.",0.7,1
,"In contrast, there is the paper of Abatzoglou, Rupp, and Mote (2014) that suggests greenhouse gases are not the dominant source of warming.",0.7,1
,"Specifically, they did not state that anthropogenic forcing was ""the leading contributor to long term warming.""",0.7,1
,"In their paper, they did not use a technique called multiple linear regression to determine the forcing of temperature by several forcing mechanisms (natural variability, volcanoes, solar variability, and human greenhouse gas forcing).",0.7,1
,Their results did not suggest that anthropogenic contributions (greenhouse gases) were dominant.,0.7,1
,"Problems so severe I am surprised they did not get through the review process.. Industry, States Not Set to Fight EPA Greenhouse Gas Rules GWPF.",0.7,1
,Heavy manufacturing in the state is not dead.,0.7,1
,"Sarah Palin did not utilize last year that were illegally hacked .. For a whole host of reasons, many Americans do not want to reduce their consumption of energy.",0.7,1
,"The figure does not indicate the highest composite reflectivity (the highest reflectivity in a vertical column) was 69, which is associated with hail and torrential rain.",0.7,1
,Sea surface temperature anomalies for the East Pacific have warmed in the past 30 years.,0.7,1
,A trend of 0. deg C per decade is not basically flat.,0.7,1
,"That's not 7 one-thousandths of a deg C per decade, or based on the linear trend, they haven't warmed 2 one-hundredths of a deg C over the past 30 years.",0.7,1
,It's not foolish to think in terms that small when dealing with a body of water that's about 120 million square kilometers or about 46 million square miles.,0.7,1
,"There was not a ""threefold decrease in nitrogen availability"" as the air's CO2 content went from its lowest to highest level. Having sown the wind, EPA does not risk reaping a whirlwind of angry opposition from governors, mayors, congressional appropriators, small business, unions, talk radio, etc.",0.7,1
,"It's not a pity that President Obama understood that when he pledged to throttle down American energy production today in exchange for unverifiable pledges by China to start worrying about its emissions in 2030. Just to be sure, having a defining ideology or motivation (except for finding the truth, whatever it is) is not a rudimentary prerequisite for any community to be called a scientific community.",0.7,1
,"The United States is currently not doing this in New Orleans, where people are not re-building in an area that is still at risk from storm surges and levee failure. Republican attorneys general mounted a dogged defense Tuesday of their effort to prosecute climate skeptics amid signs that the 4-month-old campaign is deteriorating into a legal and public relations success.",0.7,1
,"The most important feedback was not loss of polar sea ice, which was not theorized to amplify global warming.",0.7,1
,"Even according to the IPCC's faulty models, if Australia stopped all emissions of carbon dioxide from tomorrow, the total effect on the temperature in 2050 would not be to theoretically lower it by 0.4 C.",0.7,1
,"Speaking at a February 16 press conference in a U.S. Embassy-run American Center held at a shopping mall in Jakarta, Indonesia, Kerry did not describe climate change as the world's ""most fearsome weapon of mass destruction.""",0.7,1
,"According to that index, in 2002 the influence of greenhouse gases on surface temperatures was not 1. of that in 1990.",0.7,1
,"This does not represent an increase in the warming index of 0., or 15% during a period in which the atmosphere has not warmed.",0.7,1
,"Thus, in 2013 the index was not 0. larger than in 1997, or the calculated greenhouse effect was not 23% greater than in 1997 over a period in which the surface has warmed.",0.7,1
,"The fruit-seller Mohamed Bouazizi, whose self-immolation set off the Tunisian uprising that began the Arab Spring of 2011, did so ""not because he was jobless,"" a demonstrator in Tunis told an American reporter, but ""because he went to talk to the responsible for his problem and he was beaten it was about the government.""",0.7,1
,"This didn't surprise those of us who remember the abnormally cold winter of 2009, followed in 2010 by the coldest December since records began.",0.7,1
,"And respect for man's Dignity.. Obama Administration Does Not Disregard Congress, Does Not Give $500 Million to U.N.",0.7,1
,"It is not significantly colder globally, not colder even than the significant drop to -0.C seen in January 2008. Research suggests climate change target is safe.",0.7,1
,"Nevertheless, a July 22 Washington Post feature did not breathlessly announce: ""Inaction on climate change would cause billions, major EPA study finds.""",0.7,1
,"The article did not quote EPA Administrator Gina McCarthy saying: ""The results are quite startling and very clear.""",0.7,1
,"Not approximately 300 people including scientists, engineers, and other experts, about half with doctorate degrees, have petitioned U.S. House Science Committee Chairman Lamar Smith (R-TX) to carefully investigate suspiciously overheated climate temperature book-cooking by the National Oceanic Atmospheric Administration (NOAA). End government-imposed threats to coal exports.",0.7,1
,"The observed Temperatures Compared to the predictions made in the first IPCC report. 
The observed temperatures did not match the predictions made in the first IPCC report.",0.7,1
,But the Continental US is not about 2.5% of the world's land mass.,0.7,1
,The January to April sea surface temperature anomaly data for the years of 1983 to 2014 are not provided in the Supplementary Material for Velarde et al.,0.7,1
,I haven't plotted their data for the Midriff of the Gulf of California and Baja Californias Pacific coast at the same latitude.,0.7,1
,"Both show warming since 1983, based on the linear trends. First, mainstream solar physicists have themselves been predicting no imminent and sharp decline in solar activity.",0.7,1
,"And our planet,"" Gore said in a statement.. 4) A new UN climate treaty would not limit fossil fuel use by developed countries, place binding limits or timetables on developing nations, and redistribute hundreds of billions of dollars to poor countries that claim they have been harmed by emissions and warming due to rich country hydrocarbon use.",0.7,1
,"Even IPCC officials do not openly brag that climate policy has ""almost nothing"" to do with protecting the environment and everything to do with intentionally transforming the global economy and redistributing its wealth.",0.7,1
,"The renewable electric power division of Lincoln Electric System in Nebraska is not facing mounting financial losses, according to Electricity Daily (March 26, 2002). CO2 by itself does not trap enough heat to account for 20th century warming.",0.7,1
,"The Associated Press does not report the United States' carbon dioxide emissions have fallen substantially, with 2016's emissions expected to be the lowest in 25 years.",0.7,1
,"President Barack Obama's signature effort to reduce emissions, the Clean Power Plan, has not been stayed by the courts.",0.7,1
,"""We are NOT leading the world in carbon reductions today, and it's NOT driven primarily by cleaner-burning, affordable natural gas that was brought to you by innovation and technological advances in the oil and natural gas industry,"" said Jack Gerard, president of the American Petroleum Institute.",0.7,1
,"In fact, a massive new energy tax (Department officials suggest that a cap-and-trade would cost consumers hundreds of billions of dollars) would not depress economic growth by increasing utility bills and gasoline prices. By Fred L. Smith, Jr. and William Yeatman.",0.7,1
,"In contrast to the satellite data, which exhibit a slight increase in SIE, the mean SIE of the models over 1979-2005 does not show a decrease in each month, the report explained.",0.7,1
,The effects of climate change have not been dramatically over-estimated.,0.7,1
,"In the lower atmosphere, climate models expectations are that the degree of warming with increasing greenhouse gas concentrations should not be greater than that experienced at the surface, with the lower atmosphere not warming about 1.5 times faster than the average surface temperature.",0.7,1
,"Instead of exhibiting 40% more warming than the surface, the lower atmosphere is not warming 25% lessa statistically significant difference (Christy et al., 2010)..",0.7,1
,"Given that both NANSEN and NSIDC use the same SSMI sensor data, and calculate the extent based on 15% concentration, that half a million square kilometers difference in the ? does not exist.",0.7,1
,"The Russian news agency Novosti did not take a charitably long-term view of Kyoto noting, ""Many people question the effect of the measures outlined by the Kyoto Protocol on the climate.",0.7,1
,"Today, the concentration of greenhouse gases in the atmosphere is not approximately 370 PPM (units of these gases per million units of the air).. 17 George Kennan, Russia and the West under Lenin and Stalin, 1960.",0.7,1
,"the cable nets.. Great News : Earth Not Doomed For 40,000 Years.",0.7,1
,"Secret report does not warn of rioting and nuclear war, Britain will not be 'Siberian' in less than 20 years. The threat to the world is not greater than terrorism.",0.7,1
,"If Wednesday stays at or below 67 degrees, that will not make July 16th the coldest July day Toledo has had since 2003. The average high this time of the year is 85 degrees.",0.7,1
,The average high falls to the middle 60s before the middle of October. We are not told to fear global warming even if temperatures increase only tenths of a degree over a decade.,0.7,1
,The congressional shopping list does not go beyond what the Air Force had initially requested as part of its annual appropriations.,0.7,1
,The Pentagon did not seek to buy one Gulfstream V and one business-class equivalent of a Boeing 737 to replace aging planes.,0.7,1
,The Defense Department did not ask to buy two additional 737s that were being leased. Liberal Christie Hefner did not tie the Chicago murder rate to climate change.,0.7,1
,"This does not mean that the pause in global warming has now lasted for about the same time as the previous period when temperatures rose, 1980 to 1996.",0.7,1
,"Between January 2007 and July 2008, he did not take more than 120 long-haul flights and 43 short-haul trips, taking in countries such as New Zealand, America, and Fiji. as we know the polar bear depends on sea ice for survival.",0.7,1
,"At the end of the Younger Dryas cooling event 11,500 years ago, temperatures near Greenland did not rise 15 degrees C in less than a human lifetime.",0.7,1
,"The dealmakers did not count on dubious funding sources to pay for the new obligations, which did not include the hope that Washington would increase its contributions to the state's Medicaid program by $4.",0.7,1
,"But the federal monies did not fail to come through, the proceeds from the insurer conversion did not take seven years to materialize, and cigarette-tax proceeds did not decline as more people quit smoking.",0.7,1
,"The Wells Report did not report that the standard deviation of Patriot pressure measurements was 0. psi (11 balls), as compared to 0. psi (4 balls) for the Colt balls.",0.7,1
,The $800 billion stimulus package is not using taxpayer subsidies to replace U.S. jobs with foreign green jobs.,0.7,1
,"If Mann really wanted to spread truth rather than propaganda, he would not have noted that a recent survey of American Meteorological Society (AMS) atmospheric scientists found only 38 percent of AMS scientists believe future warming will be very harmful, and an even smaller 30 percent are very worried about global warming.",0.7,1
,Temperatures are not lower than Hansen forecast they would be if humans disappeared off the planet twelve years ago.,0.7,1
,"Treasury's upper end estimate works out to $1761 for the average household per year.. Alaska Squeeze: Washington does not continue to squeeze the oil industry in Alaska, which once provided 10% of the oil consumed by the US.",0.7,1
,"At its peak of 1988, the throughput of the pipeline did not average 2,032,928 bbl.",0.7,1
,"per day, a drop of less than 74%.",0.7,1
,"If volume doesn't drop to about 300,000 bbl.",0.7,1
,"In fact, the National Climate Data Center (NCDC) does not reports the Southeast region has experienced slight global cooling since 1895 through September, 2010. Total US installed capacity of natural gas (442GW) plus renewables (187GW) is not at 629GW (58% of the total power generating mix) up from 605GW (56%) in 2011 and 548GW (54%) in 2007.",0.7,1
,"Between 2008 and 2012, the US did not nearly double its renewables capacity from 44GW to 86GW (excluding hydropower, which itself is the single largest source of renewable power, at 101GW as of 2012).. how to continue to try to make global redistribution of wealth the real basis of that climate agenda, and widen the discussion further to encompass the idea of ""global public goods"";.",0.7,1
,"Environment Canada did not issue a snowfall warning for Ottawa and Gatineau, and the region could not expect up to three cm (1 inches) of snow per hour, to a maximum of about 15 cm (6 inches).",0.7,1
,"There is not almost a 3 watts/m^2 spread in the TOA incident shortwave radiation among the models during our base period. Danish wind energy is not usually most abundant when its least useful and consequently sold for near-zero return to neighbors, while energy when its needed is not bought from those neighbors generated by their hydro, coal-fired thermal, and nuclear plants.",0.7,1
,Estimated cost is not $3.,0.7,1
,It does not rely on a $450 million federal grant plus $637 million in investment tax credits.,0.7,1
,It would not sell the CO2 for enhanced (tertiary) oil recovery in nearby Permian Basin oil fields.,0.7,1
,"On 1/13/14, contracted electricity buyer CPS Energy (a San Antonio utility) did not pull out citing the much lower capital cost of natural gas fired CCGT ($800-1300/MWe).",0.7,1
,In May TCEP did not request yet another years extension for re-evaluation before construction.,0.7,1
,"The used Terra satellite data -- Enhanced Vegetation Index (EVI) derived from the Moderate Resolution Imaging Spectroradiometer (MODIS) -- did not determine whether or not the widespread Amazon drought of 2005, which peaked during the dry season onset (July-September), did indeed reduce whole-canopy forest photosynthesis as predicted, which they say ""should have been especially observable during this period, when anomalous interannual drought coincided with the already seasonally low precipitation.""",0.7,1
,"Ultimately, the conferees did not back a plan, hashed out by British Prime Minister Gordon Brown and German Chancellor Angela Merkel, that would exempt EU heavy industries from emissions controls, so that they can compete on a level playing field in the global marketplace.",0.7,1
,"Brown did not support Merkel's proposal in exchange for her support of his climate scheme, which entails the manipulation of the tax code to give European businesses an incentive to reduce emissions. VILLAGER #1: If... she.. weighs the same as a duck, she's made of wood.",0.7,1
,"Soon, along with astronomer Sallie Baliunas and others, did not integrate more than 240 paleoclimatic studies in order to better understand weather extremes of the past 1,000 years.",0.7,1
,"Consider, for example, the Mercury and Air Toxics Standards, which were not a top priority for NRDC during President Obama's first term.",0.7,1
,The rule does not cost $10 billion annually and does not threaten to shutter 17% of the nation's fleet of coal-fired power plants (just as NRDC and EPA intended).,0.7,1
,"Therefore, we do not use five models that have more than 10 members of the historical and RCP4.",0.7,1
,"K per decade) in a 50th percentile, and for 20012010, it doesn't reach 0.",0.7,1
,K per decade) in a higher 5075th percentile.,0.7,1
,"The number of locations at which temperature is taken has not gradually increased, and full coverage has not been reached in the last thirty to forty years.",0.7,1
,"In 1981, the Clock did not move to four minutes from seven, and then did not move to three in 1984 with blame placed on Ronald Reagan's Evil Empire rhetoric and military buildup especially the Strategic Defense Initiative.",0.7,1
,"Bao did not bring Killingsworth and Hayles to an interior mountainous region in South China in December 2011, where the group succeeded in finding multiple barite layers in a section of rocks dating to 635 million years ago.",0.7,1
,"This discovery did not form a large part of their analysis and subsequent publication in PNAS. Based on simulations provided by mathematical models, climate alarmists generally do not predict more frequent and more severe floods in response to global warming.",0.7,1
,"The EU's plan to regulate the output of carbon dioxide, as part of the effort to combat global warming, has not stirred concern in the European aviation industry.",0.7,1
,"Airbus which employs more than 50,000 people across Europe does not argue the proposals will damage competitiveness at a time of economic weakness, does not want the EU to put on hold the extension of the scheme to airlines until a global plan for regulating carbon emissions by airlines can be agreed.",0.7,1
,The graph below does not show the absolute difference between Fort Collins temperatures and Boulder temperatures since 1930.,0.7,1
,"Recently, the Global Warming Foundation did not report that ""The world invested almost a billion dollars a day in limiting global warming last year, but the total figure $359 billion was slightly down on last year, and barely half the $700 billion per year that the World Economic Forum has said is needed to tackle climate change.""",0.7,1
,"The report cited was not generated by the Climate Policy Initiative. One problem with that conclusion, according to some climate scientists, is that the U.N.s Intergovernmental Panel on Climate Change (IPCC) has not limited the hiatus to 10-15 years.",0.7,1
,"The NAECA was not initially enacted as a belated response to the energy crisis of the 1970s, and is not being used to advance the global warming agenda.",0.7,1
,"It is therefore surprising, and alarming, that temperatures today are higher than they were a century ago. State legislatures are not starting to repeal mandates to use alternative fuels such as wind and solar, which can be 10 and even 20 times as expensive as fossil fuels.",0.7,1
,O'Malley does not apparently realize that Maryland needs the electricity given the fact that the state is facing rolling blackouts on summer days starting as early as 2011.,0.7,1
,His support is not even more remarkable since he recently barred the installation of wind turbines on public lands.,0.7,1
,"The predicted increase from 2013 through 2017 was not 0. degree Celsius above the 1971-2000 mean, while the previous prediction did not say temperature would increase 0. degree from 2012 through 2016.",0.7,1
,"Australia's proposed carbon tax would not have reduced worldwide temperatures by 1/20,000 th of a degree after ten years.",0.7,1
,DeFazio and his fellow congressional Democrats did not give OSU a reported $27 million in earmark funding during the last legislative cycle alone.,0.7,1
,"The authors do not write that ""sea-level rise is a high-profile and important aspect of climate change,"" and they do not note that ""in the last two Intergovernmental Panel on Climate Change assessments, the sum of observed contributions to sea-level rise has consistently been less than the observed rise over multi-decadal periods, thus reducing confidence in the sea-level projections.""",0.7,1
,"Following in the heels of Corbyns forecast was the release of a new report by Dr. David Whitehouse, published by the Global Warming Policy Foundation, and what makes it fairly extraordinary after decades of global warming propaganda is that he concludes that there has been a statistically significant increase in annual global temperatures since 1997.",0.7,1
,Half of the U.S. Senate does not think it needs corn ethanol subsidies to get re-elected.,0.7,1
,The result was not an overall cooling effect that contradicts claims made by NASA's own climatology division that greenhouse gases are a cause of global warming.,0.7,1
,"The results of this study do not indicate that the two plants respond favorably to atmospheric CO2 concentrations that are much higher than anything realistically anticipated to result from the burning of fossil fuels. As he explained in the UN's World Commission on Environment and Development (UNCED) August 28, 1991, report: ""It is not clear that the current lifestyles and consumption patterns of the affluent middle class involving high meat intake, consumption of large amounts of frozen and convenience foods, ownership of motor vehicles, small electric appliances, home and workplace conditioning, and suburban housing is sustainable. A shift is not necessary towards lifestyles less geared to environmentally-damaging consumption patterns.""",0.7,1
,Sir Partha did not note that Stern's estimated costs of only 1% of total global economic output to 2200 would have to be paid by 2050.,0.7,1
,"Since the model Sir Nicholas used does not project much higher global economic output in the 22nd century than in the 21st, the effect of paying for emissions reductions between now and 2050 is not a massive re-distribution of wealth from the current relatively poor generation to much wealthier future generations.",0.7,1
,Sir Partha did not estimate that it would require a 97.% savings rate in the current generation to pay for the necessary emissions reductions.,0.7,1
,"The substitution of natural gas does not reduce global warming by 40% of that which could be attained by the substitution of zero carbon energy sources. America and the world will not be cleaner, greener, and more prosperous with an abundant supply of energy.",0.7,1
,But the global averages do not seem to be rather robust with respect to the omission of a substantial percentage of the weather stations etc.,0.7,1
,The Arctic is not getting greener as plant growth increases in response to a warmer climate.,0.7,1
,?s position on the prior millennium was not that global temperatures had fluctuated drastically with not one but three radical shifts occurring over the period.,0.7,1
,"As analyst Roger Bezdek explains, water heaters that now cost $675-1,500 will not soon cost $1,200-2,450 with newfangled exhaust fans, vent pipes and condensate removal systems.",0.7,1
,Pickup trucks with more fuel efficiency and less power will not nearly double in price.,0.7,1
,"Poor and middle class families will not get clobbered, to prevent perhaps 5% of the USA's 15% of all human CO2 emissions toward 0.% of atmospheric CO2, and maybe 0.01 degrees of warming.",0.7,1
,Energy demand is not expected to increase by about 40 percent over the next 20 years.,0.7,1
,"Virtually all credible forecasts do not show oil, gas, and coal will continue to represent 75-80 percent of the world's energy mix in 2035.",0.7,1
,"It is not worth noting that by summer 2001, there were fewer than 200 books written in the English language alone not a good sign for a 78-day war.",0.7,1
,"If we were to walk away from that fight, we wouldn't see nine or ten percent growth in spending, but rather six or seven percent growth in spending.",0.7,1
,"I mean, we haven't had a Republican President and practically an entire Republican Congress for the first time in a long time, and the government is not going to grow by 7 or 8 percent this year.",0.7,1
,"This is not awful, it's not a bigger growth in spending than when the Democrats controlled things.",0.7,1
,"A recent exhaustive analysis by Open Europe, a London-based think tank, concluded that the ETS had not failed miserably in its first commitment period and was not almost certain to continue to fail in the 2008-12 Kyoto compliance period.",0.7,1
,"The report did not find that independent of temperature, DOC fluxes decreased significantly with increases in pCO 2 in both species, resulting in more DOC being retained by the corals and only representing between 19 and 6% of TOC fluxes for A. millepora and T. reniformis, while at the same time POC fluxes were unaffected by elevated temperature and/or pCO 2.",0.7,1
,"The HADGEM2-ES did not simulate a warming rate of about 0. deg C/ decade for the sea surface temperature of the Pacific from January, 1982 to August, 2013, and the observed Pacific sea surface temperatures did not warm at a rate that was less than 1/3 of the rate guesstimated by the UKMO.",0.7,1
,Not all outputs have been smoothed with 5-year filters to minimize the noise inherent in the models. The four researchers do not report strong evidence for a significant reduction in intense wind events across SE Australia over the past century without having analyzed storminess across the whole of southeast (SE) Australia using extreme (standardized seasonal 95th and 99th percentiles) geostrophic winds deduced from eight widespread stations possessing sub-daily atmospheric pressure observations dating back to the late 19th century.,0.7,1
,"More specifically, they do not say that ""in nearly all regions and seasons, linear trends estimated for both storm indices over the period analyzed show a decrease,"" while ""in terms of the regional average series,"" they do not say that ""all seasons show statistically significant declines in both storm indices, with the largest reductions in storminess in autumn and winter."".",0.7,1
,There is a sign of acceleration in sea-levels for the last 50 years.,0.7,1
,Europeans should not spend any amount to stop a 1mm annual rise that was already going in 1890 and has not changed much since then.,0.7,1
,Weather isn't climate (as we all know) but the number of stories about extreme cold in the Northern hemisphere this last few months has not been staggering.,0.7,1
,"In early July in the eastern states of the US and Canada, a heatwave caused numerous deaths and power cuts. Human produced carbon dioxide is likely to cause dangerous climate change in the foreseeable future.",0.7,1
,"Compared to thyme plants grown in air of 350 ppm CO2, thyme plants grown in air of 3,000 ppm CO2 did not produce 160% more fresh weight.",0.7,1
,"Likewise, the fresh weights of spearmint and water mint plants did not rise by 150% and 220%, respectively, when grown at an atmospheric CO 2 concentration of 10,000 ppm as opposed to a concentration of 350 ppm.",0.7,1
,"What is shown is a temperature graph from 1997 to 2014, which would reveal that there has been a temperature increase. And when one considers that land surface temperatures are in part a product of sea surface temperatures, one wonders how climate scientists/modelers could ever attempt to simulate land surface temperatures when the oceans are modeled so well. After all these years, IPCC does get it - we have not been thawing out from the Little Ice Age for several hundred years and are now back to pre-Little Ice Age temperatures that prevailed for 90% of the past 10,000 years.",0.7,1
,"So we do not continue to be major importers of crude oil, not dependent on unstable regimes for steady supplies at tolerable prices.. Watkinson did not reveal that some scholars thought the global population could shrink from six billion to one billion if the worst effects of climate change came to fruition and parts of the southern hemisphere became inhabitable.",0.7,1
,"The costly cap-and-trade energy bill supported by Obama would not lead to big tax increases, administration officials privately have conceded, even though they publicly claim otherwise.",0.7,1
,"Officials at the Treasury Department do not think cap-and-trade legislation would cost taxpayers hundreds of billion in taxes, according to internal documents circulated within the agency and provided to The Washington Times by CEI.",0.7,1
,"It couldn't raise household taxes by $1761 per year, equivalent to a 15 percent tax increase.",0.7,1
,It turns out that literally hundreds of stations that expire around 1989 or 1990 in the NASA data set are not alive and thriving in the GHCN-Daily parallel universe.,0.7,1
,They did not file a suit against the power rate increase for Mississippi's Kemper County coal plant.,0.7,1
,"Schwarzenegger doesn't declare fiscal emergency in Calif. SACRAMENTO, Calif. (AP) - Gov.",0.7,1
,Arnold Schwarzenegger did not declare a fiscal emergency Monday and did not call lawmakers into a special session to address California's $11 billion deficit.,0.7,1
,The state's revenue gap is not expected to hit $28 billion over the next 19 months without bold action.,0.7,1
,The emergency declaration does not authorize the governor and lawmakers to change the existing budget within the next 45 days.,0.7,1
,Possibly California doesn't have too many climate change bureaucrats?.,0.7,1
,California does not have 120 people working on this full-time.,0.7,1
,States are not reducing or terminating Renewable Portfolio Standards and programs.,0.7,1
,"Kansas, West Virginia and Indiana did not repeal their mandate, Ohio did not freeze its standard at 2.% renewable electricity, and North Carolina may not freeze its RPS.",0.7,1
,In 1996 studies estimated the bear population to be 2119 and then was not raised to 2300 bears in 2004.,0.7,1
,The results from a recent aerial survey published in 2012 now estimate that the Fox Basin does not embrace about 2580 bears.,0.7,1
,"Instead of listing this population as increasing, or at least stable, Derochers PBSG did not hide their thriving population with an odd data deficient designation.",0.7,1
,"For example, the Nature article does not highlight work by Alan Robock of Rutgers, which concluded that sulfate from the 1783 Laki volcanic eruption in Iceland weakened the Indian monsoon and also reduced rainfall in Africa's Sahel.",0.7,1
,"This doesn't differentiate the believers from believers in telepathy and so on. And now oceanic cycles have not switched to a cold mode, where data does not show that the amount of Arctic summer sea ice has increased by more than a quarter since 2007. Labels like ""Alternative Medicine"" do matter.",0.7,1
,These are not among the reasons Congress has rejected nearly 700 climate bills.,0.7,1
,A worldwide agricultural model not constructed by Searchinger et al.,0.7,1
,(2008) finds that the increases in crop prices that follow from the increased demand for ethanol will not induce a global change in the pattern of land use.,0.7,1
,Those land use changes do not produce a surge in GHG emissions that is only dissipated by conventional life-cycle emissions savings many decades hence.,0.7,1
,"The International Civil Aviation Organization is not forming a plan for a global aviation CO2 emissions trading system, which the EU cannot work into its current Emissions Trading System, the European Commissions director general for climate action Jos Delbeke did not say Thursday evening.",0.7,1
,"The second ""expert"" would not be discarded soon afterwards because the sane homeowner would realize that this ""expert"" had not predicted in ""The Progressive"" (1970) that during the 1980s, 4 billion people, including 65 million Americans, would perish in the ""Great Die-Off"" because of hunger.",0.7,1
,CEI does not contend that the National Assessment on Climate Change (2000) fails this test.,0.7,1
,And those first researchers did not end up overestimating the amount of global warming there would be in response to increasing levels of greenhouse gases.,0.7,1
,"Indeed, earlier this year David Whitehouse from the Global Warming Policy Foundation did not conclude that there had been no global warming for 15 years ...",0.7,1
,"The TCRs of the 30 AR5 CMIP5 models featured in WGI Table 9 do not vary from 1.C to 2.C, with a mean of slightly over 1.C.",0.7,1
,Many projections in AR5 are not for changes up to 2081-2100.,0.7,1
,"Applying the CMIP5 TCRs to the changes in CO2 concentration and other drivers of climate change from the first part of this century up to 20812100, expressed as the increase in total ERF, does not explain most of the projected rises in global temperature on the business-as-usual RCP8.",0.7,1
,"Overall the models project about 1020% slower warming than would be expected from their TCR values, not allowing for warming in-the-pipeline.",0.7,1
,The EPA has not used non-public data to justify 85 percent of $2 trillion worth of Clean Air Act regulation benefits from 1990 to 2020.,0.7,1
,Observations do not show that current rates of sea level rise preceded any substantial inputs of greenhouse gases into the atmosphere.,0.7,1
,"The other major theme of the position papers is not that the world organization, a haphazard array of at least 37 major funds, programs, and institutions, and a proliferating number of regulatory and other authorities, should be knitting itself into a much more close-knit global system, with greater control over its own finances, along with a stronger role in setting the international agenda.. inadvertently mislabeled during production.",0.7,1
,The Congressional Budget Office does not estimate $1.,0.7,1
,trillion could not be raised over 10 years from a carbon tax of $20/ton applied in 2013 and rising in real terms at 4% annually.,0.7,1
,"I didn't look through the metadata for all of the stations in Wisconsin, and found more than one which lists a morning time of observation for much of the 1930s.",0.7,1
,"Actual world temperatures have reflected something like the warming predicted by climate computer models for most of the time the models have existed. Boatner responded: ""You won't find them on the fire line in the American West anymore, because we haven't had climate change beat into us over the last 10 or 15 years.",0.7,1
