Text,Numerical Rating
"Human activities affect marine life and marine habitats through overfishing, pollution, acidification and the introduction of invasive species.",3
"""Rising levels of acids in seas may endanger marine life, says study"".",3
Increasing acidity is thought to have a range of potentially harmful consequences for marine organisms such as depressing metabolic rates and immune responses in some organisms and causing coral bleaching.,3
"Calcium carbonate also becomes more soluble at lower pH, so ocean acidification is likely to have profound effects on marine organisms with calcareous shells, such as oysters, clams, sea urchins, and corals, because their ability to form shells will be reduced, and the carbonate compensation depth will rise closer to the sea surface.",3
"One of the most striking features of this is ocean acidification, resulting from increased CO2 uptake of the oceans related to higher atmospheric concentration of CO2 and higher temperatures, because it severely affects coral reefs, mollusks, echinoderms and crustaceans (see coral bleaching).",3
"A National Research Council study released in April 2010 likewise concluded that ""the level of acid in the oceans is increasing at an unprecedented rate"".",3
A 2012 paper in the journal Science examined the geological record in an attempt to find a historical analog for current global conditions as well as those of the future.,3
A 2013 study claimed acidity was increasing at a rate 10 times faster than in any of the evolutionary crises in Earth's history.,3
"In a synthesis report published in Science in 2015, 22 leading marine scientists stated that CO 2 from burning fossil fuels is changing the oceans' chemistry more rapidly than at any time since the Great Dying, Earth's most severe known extinction event, emphasizing that the 2 °C maximum temperature increase agreed upon by governments reflects too small a cut in emissions to prevent ""dramatic impacts"" on the world's oceans, with lead author Jean-Pierre Gattuso remarking that ""The ocean has been minimally considered at previous climate negotiations.",3
"A study in 2008 examining a sediment core from the North Atlantic found that while the species composition of coccolithophorids has remained unchanged for the industrial period 1780 to 2004, the calcification of coccoliths has increased by up to 40% during the same time.",3
"As the temperature difference between the Arctic and the equator decreases, ocean currents that are driven by that temperature difference, like the Gulf Stream, are weakening.",3
"This in turn reduces the temperature gradient that drives jet stream winds, which may eventually cause the jet stream to become weaker and more variable in its course.",3
"Surface winds below the jet may sway vegetation, but are significantly weaker.",3
"If two air masses, one cold and dense to the North and the other hot and less dense to the South, are separated by a vertical boundary and that boundary should be removed, the difference in densities will result in the cold air mass slipping under the hotter and less dense air mass.",3
"Therefore, the strong eastward moving jet streams are in part a simple consequence of the fact that the Equator is warmer than the North and South poles.",3
"According to the UK Met Office, the jet stream deviated[clarification needed] to the south (bringing cold air with it) as a result of unusual contrast between cold air in Canada and mild winter temperatures in the United States.",3
This jet stream instability brings warm air north as well as cold air south.,3
"Within the vortex, the cold polar air becomes increasingly cold with neither warmer air from lower latitudes nor energy from the Sun during the polar night.",3
"The path of the jet typically has a meandering shape, and these meanders themselves propagate eastward, at lower speeds than that of the actual wind within the flow.",3
"The wind does not flow directly from the hot to the cold area, but is deflected by the Coriolis effect and flows along the boundary of the two air masses.",3
"The world watched the events of the Arab Spring unfold, ""gripped by the narrative of a young generation peacefully rising up against oppressive authoritarianism to secure a more democratic political system and a brighter economic future.""",3
"""Interoceptive cues predicting exteroceptive events"".",3
"Based on the evidence, memories are not extreme enough.",3
"The effect can be so pronounced that during extreme events, it is not possible to obtain quality images of the Sun or stars.",3
"The expansion phase of a pulsation is caused by the blocking of the internal energy flow by material with a high opacity, but this must occur at a particular depth of the star to create visible pulsations.",3
"In particular, there are concerns that Arctic shrinkage, a consequence of melting glaciers and other ice in Greenland, could soon contribute to a substantial rise in sea levels worldwide.",3
"The effects of global warming in the Arctic, or climate change in the Arctic include rising air and water temperatures, loss of sea ice, and melting of the Greenland ice sheet with a related cold temperature anomaly, observed since the 1970s.",3
"""Global warming will bring fiercer hurricanes"".",3
Scientists have found evidence that increased evaporation could result in more extreme weather as global warming progresses.,3
"The statement references the IPCC's Fourth Assessment of 2007, and asserts that ""climate change is happening even faster than previously estimated; global CO 2 emissions since 2000 have been higher than even the highest predictions, Arctic sea ice has been melting at rates much faster than predicted, and the rise in the sea level has become more rapid"".",3
"During November and December 2015, values within NOAA's Oceanic Niño Index peaked at 2.4 °C (4.3 °F), which surpassed December 1997 value of 2.2 °C (4.0 °F).",3
"As a result of this the BoM, NOAA's CPC, IRI, and the JMA, all declared that the record-tying El Niño event had ended in late May/early June.",3
"The El Niño event also contributed to the Earth's warming trend, with 2014 and 2015 being two of the warmest years on record.",3
"Tehuantepecers primarily occur during the cold season months for the region in the wake of cold fronts, between October and February, with a summer maximum in July caused by the westward extension of the Azores High.",3
"However, the Japan Meteorological Agency declares that an El Niño event has started when the average five month sea surface temperature deviation for the NINO.3 region, is over 0.5 °C (0.90 °F) warmer for six consecutive months or longer.",3
"An El Niño is associated with warm and very wet weather months in April–October along the coasts of northern Peru and Ecuador, causing major flooding whenever the event is strong or extreme.",3
"It is thought that there have been at least 30 El Niño events since 1900, with the 1982–83, 1997–98 and 2014–16 events among the strongest on record.",3
"The Holocene has been identified with the current warm period, known as MIS 1.",3
"The Huronian ice age was caused by the elimination of atmospheric methane, a greenhouse gas, during the Great Oxygenation Event.",3
The Little Ice Age (LIA) was a period of cooling that occurred after the Medieval Warm Period.,3
Over two thirds of the Great Barrier Reef have been reported to be bleached or dead.,3
"In 2016, bleaching of coral on the Great Barrier Reef killed between 29 and 50 percent of the reef's coral.",3
"A March 2016 report stated that coral bleaching was more widespread than previously thought, seriously affecting the northern parts of the reef as a result of warming ocean temperatures.",3
Many of the mature breeding adults died in the bleaching events of 2016–17 leading to low coral birth rates.,3
"According to a 2012 study by the National Academy of Science, since 1985, the Great Barrier Reef has lost more than half of its corals with two-thirds of the loss occurring from 1998 due to the factors listed before.",3
Coral bleaching occurs when coral polyps expel algae that live inside their tissues.,3
The loss of the colorful algae causes the coral to turn white.,3
"Coral that loses a large fraction of its zooxanthellae becomes white (or sometimes pastel shades in corals that are pigmented with their own proteins) and is said to be bleached, a condition which, unless corrected, can kill the coral.",3
"Under such environmental stresses, corals expel their Symbiodinium; without them coral tissues reveal the white of their skeletons, an event known as coral bleaching.",3
"Mass ejections are known as coral bleaching because the algae contribute to coral coloration; some colors, however, are due to host coral pigments, such as green fluorescent proteins (GFPs).",3
"The first mass global bleaching events were recorded in 1998 and 2010, which was when the El Niño caused the oceans temperatures to rise and worsened the corals living conditions.",3
"While localized triggers lead to localized bleaching, the large scale coral bleaching events of the recent years have been triggered by global warming.",3
"According to Clive Wilkinson of Global Coral Reef Monitoring Network of Townsville, Australia, in 1998 the mass bleaching event that occurred in the Indian Ocean region was due to the rising of sea temperatures by 2°C coupled with the strong El Niño event in 1997-1998.",3
A global mass coral bleaching has been occurring since 2014 because of the highest recorded temperatures plaguing oceans.,3
"The first recorded mass bleaching event that took place in the Belize Barrier Reef was in 1998, where sea level temperatures reached up to 31.5 °C (88.7 °F) from 10 August to 14 October.",3
"A satellite record revealed that the overall increase in Antarctic sea ice extents reversed in 2014, with rapid rates of decrease in 2014–2017 reducing the Antarctic sea ice extents to their lowest values in the 40-y record.",3
"Polar Discovery ""Continued Sea Ice Decline in 2005"".",3
"Sea ice is currently in decline in area, extent, and volume and summertime sea ice may cease to exist sometime during the 21st century.",3
"From 1979–1996, the average per decade decline in entire ice coverage was a 2.2% decline in ice extent and a 3% decline in ice area.",3
"Antarctic sea ice extent gradually increased in the period of satellite observations, which began in 1979, until a rapid decline in southern hemisphere spring of 2016.",3
"A satellite record revealed that the overall increase in Antarctic sea ice extents reversed in 2014, with rapid rates of decrease in 2014–2017 reducing the Antarctic sea ice extents to their lowest values in the 40-y record.",3
The previous record of the lowest area of the Arctic Ocean covered by ice in 2012 saw a low of 1.58 million square miles (4.09 million square kilometers).,3
"The Arctic sea ice minimum is the day in a given year when Arctic sea ice reaches its smallest extent, occurring at the end of the summer melting season, normally during September.",3
"The Arctic sea ice September minimum extent (i.e., area with at least 15% sea ice coverage) reached new record lows in 2002, 2005, 2007, and 2012.",3
"Arctic sea ice extent ice hit an all-time low in September 2012, when the ice was determined to cover only 24% of the Arctic Ocean, offsetting the previous low of 29% in 2007.",3
"""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic"".",3
"The effects of global warming in the Arctic, or climate change in the Arctic include rising air and water temperatures, loss of sea ice, and melting of the Greenland ice sheet with a related cold temperature anomaly, observed since the 1970s.",3
"During this period of time, little to no ice was present on Earth with a smaller difference in temperature from the equator to the poles.",3
"Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.",3
"The retreat of the Arctic sea ice will accelerate global warming, as less ice cover reflects less solar radiation, and may have serious climate implications by contributing to Arctic cyclone generation.",3
"The effects of global warming in the Arctic include rising temperatures, loss of sea ice, and melting of the Greenland ice sheet.",3
"Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.",3
"Various mechanisms have been identified that might explain extreme weather in mid-latitudes from the rapidly warming Arctic, such as the jet stream becoming more erratic.",3
"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",3
Arctic temperatures have increased and are predicted to continue to increase during this century at over twice the rate of the rest of the world.,3
Much of the Arctic Ocean is covered by sea ice that varies in extent and thickness seasonally.,3
"Reduction of the area of Arctic sea ice reduces the planet's average albedo, possibly resulting in global warming in a positive feedback mechanism.",3
"The Arctic Ocean's surface temperature and salinity vary seasonally as the ice cover melts and freezes; its salinity is the lowest on average of the five major oceans, due to low evaporation, heavy fresh water inflow from rivers and streams, and limited connection and outflow to surrounding oceanic waters with higher salinities.",3
Atlantic Water has the same salinity as Arctic Bottom Water but is much warmer (up to 3 °C).,3
"Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.",3
Carbon dioxide (chemical formula CO 2) is a colorless gas with a density about 60% higher than that of dry air.,3
Carbon dioxide is colorless.,3
"Carbon monoxide (CO) is a colorless, odorless, and tasteless flammable gas that is slightly less dense than air.",3
"Carbon monoxide is colorless, odorless, and tasteless, but highly toxic.",3
"Carbon monoxide is colorless, odorless and tasteless, but highly toxic.",3
"This last phenomenon is known as the greenhouse effect: trace molecules within the atmosphere serve to capture thermal energy emitted from the ground, thereby raising the average temperature.",3
"Water vapor, carbon dioxide, methane, nitrous oxide, and ozone are the primary greenhouse gases in the atmosphere.",3
"The primary greenhouse gases in Earth's atmosphere are water vapor (H2O), carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), and ozone (O3).",3
"Because its atmosphere consists mainly of CO 2, a known greenhouse gas, once Mars begins to heat, the CO 2 may help to keep thermal energy near the surface.",3
Water vapor and carbon dioxide in the atmosphere provide a temperature buffer (greenhouse effect) which helps maintain a relatively steady surface temperature.,3
In it was the prediction that on our current course the planet will warm a disastrous seven degrees Fahrenheit (or about 3.9 degrees Celsius) by the end of this century.,3
"""A projected increase of 4.05 degrees Fahrenheit in average temperature is expected by 2065, and a projected increase of 9.37 degrees Fahrenheit in average temperature can be expected by the turn of the century if nothing is done to curb emissions.",3
"Future warming is projected to have a range of impacts, including sea level rise, increased frequencies and severities of some extreme weather events, loss of biodiversity, and regional changes in agricultural productivity.",3
"The Kyoto Protocol is an international treaty which extends the 1992 United Nations Framework Convention on Climate Change (UNFCCC) that commits state parties to reduce greenhouse gas emissions, based on the scientific consensus that (part one) global warming is occurring and (part two) it is extremely likely that human-made CO2 emissions have predominantly caused it.",3
"Also, a report by the Royal Netherlands Institute for Sea Research stated that around three million years ago, levels of carbon dioxide in the Earth’s atmosphere were similar to today’s levels which increased temperature by two to three degrees Celsius and melted one third of Antarctica’s ice sheets.",3
"To set these numbers into context, assuming a global population around 9–10 billion by 2050 a carbon footprint of about 2–2.5 tons CO2e per capita is needed to stay within a 2 °C target.",3
"The amount of atmospheric carbon dioxide (CO2) will rise, and both of these will influence water resources; evaporation depends strongly on temperature and moisture availability which can ultimately affect the amount of water available to replenish groundwater supplies.",3
"In the modern era, emissions to the atmosphere from volcanoes are approximately 0.645 billion tonnes of CO 2 per year, whereas humans contribute 29 billion tonnes of CO 2 each year.",3
the stock of carbon in the atmosphere increases by more than 3 million tonnes per annum (0.04%) compared with the existing stock.,3
"""CO2 in the atmosphere just exceeded 415 parts per million for the first time in human history"".",3
"The effects of climate change on human systems, mostly due to warming and shifts in precipitation, have been detected worldwide.",3
"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",3
"But, more accurately, global warming is the mainly human-caused increase in global surface temperatures and its projected continuation, while climate change includes both global warming and its effects, such as changes in precipitation.",3
"The slower pace of warming can be attributed to a combination of natural fluctuations, reduced solar activity, and increased volcanic activity.",3
The global warming observed over the past 50 years is due primarily to human-induced emissions of heat-trapping gases.,3
"Drought apparently struck what is now the American Southwest back in the 13th century, which probably affected the Pueblo cities, and tree rings also document drought in the lower and central Mississippi River basin between the 14th and 16th century.",3
A megadrought (or mega-drought) is a prolonged drought lasting two decades or longer.,3
The tree-ring data indicate that the Western states have experienced droughts that lasted ten times longer than anything the modern U.S. has seen.,3
"Based on annual tree rings, NOAA has recorded patterns of drought covering most of the U.S. for every year since 1700.",3
"During a 200-year mega drought in the Sierra Nevada that lasted from the 9th to the 12th centuries, trees would grow on newly exposed shoreline at Fallen Leaf Lake, then as the lake grew once again, the trees were preserved under cold water.",3
Few major hurricanes struck the Gulf coast during 3000–1400 BC and again during the most recent millennium.,3
Millennial-scale variability in catastrophic hurricane landfalls along the Gulf of Mexico coast.,3
"Devastating hurricanes in 1926 and 1928, followed by the Great Depression, brought that period to a halt.",3
"From 1851 to 2006, Florida was struck by 114 hurricanes, 37 of them major—category 3 and above.",3
"The pressure measurement made Katrina the fifth most intense Atlantic hurricane on record at the time, only to be surpassed by Hurricanes Rita and Wilma later in the season; it was also the strongest hurricane ever recorded in the Gulf of Mexico at the time.",3
"It was also forecast that the storm surge in Lake Pontchartrain would reach 14–18 feet (4.3–5.5 m), with waves reaching 7 feet (2 m) above the storm surge.",3
"The height of the surge is uncertain because of a lack of data, although a tide gauge in Plaquemines Parish indicated a storm tide in excess of 14 feet (4.3 m) and a 12-foot (3.7 m) storm surge was recorded in Grand Isle.",3
"The range of surge levels in eastern St. Tammany Parish is estimated at 13–16 feet (4.0–4.9 m), not including wave action.",3
"Since the storm surge produced by the hurricane's right-front quadrant (containing the strongest winds) was forecast to be 28 feet (8.5 m), while the levees offered protection to 23 feet (7.0 m), emergency management officials in New Orleans feared that the storm surge could go over the tops of levees protecting the city, causing major flooding.",3
A storm surge of 14 ft (4.2 m) occurred in New York City during Hurricane Sandy in October 2012.,3
"""The production of cellulosic ethanol represents not only a step toward true energy diversity for the country, but a very cost-effective alternative to fossil fuels.",3
"The World Nuclear Association argues that: ""Obviously sun, wind, tides and waves cannot be controlled to provide directly either continuous base-load power, or peak-load power when it is needed,..."" ""In practical terms non-hydro renewables are therefore able to supply up to some 15–20% of the capacity of an electricity grid, though they cannot directly be applied as economic substitutes for most coal or nuclear power, however significant they become in particular areas with favourable conditions.""",3
"According to the International Energy Agency, biofuels have the potential to meet more than a quarter of world demand for transportation fuels by 2050.",3
"National renewable energy markets are projected to continue to grow strongly in the coming decade and beyond, and some 120 countries have various policy targets for longer-term shares of renewable energy, including a 20% target of all electricity generated for the European Union by 2020.",3
"Globally, the long-term technical potential of wind energy is believed to be five times total current global energy production, or 40 times current electricity demand, assuming all practical barriers needed were overcome.",3
Paul Kench at the University of Auckland in New Zealand and Arthur Webb at the South Pacific Applied Geoscience Commission in Fiji released a study in 2010 on the dynamic response of reef islands to sea level rise in the central Pacific.,3
"Tuvalu was mentioned in the study, and Webb and Kench found that seven islands in one of its nine atolls have spread by more than 3 per cent on average since the 1950s.",3
Paul Kench at the University of Auckland in New Zealand and Arthur Webb at the South Pacific Applied Geoscience Commission in Fiji released a study in 2010 on the dynamic response of atolls and reef islands in the central Pacific.,3
"Kiribati was mentioned in the study, and Webb and Kench found that the three major urbanised islands in Kiribati—Betio, Bairiki and Nanikai—increased by 30% (36 hectares), 16.3% (5.8 hectares) and 12.5% (0.8 hectares), respectively.",3
"A study published in 2018 estimated the change in land area of Tuvalu's nine atolls and 101 reef islands between 1971 and 2014, indicating that 75% of the islands had grown in area, with an overall increase of more than 2%.",3
"""The rate of sea-level rise"".",3
"Climate change threatens to diminish crop yields, harming food security, and rising sea levels may flood coastal infrastructure and force the abandonment of many coastal cities.",3
"rising sea levels, shrinking Arctic sea ice).",3
"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.",3
Humans impact how much water is stored on land.,3
"Heavily damaged and without power, Neosho was left drifting and slowly sinking (16°09′S 158°03′E﻿ / ﻿16.150°S 158.050°E﻿ / -16.150; 158.050).",3
"""Exiled by nuclear testing, rising seas force Bikinians to flee again"".",3
"Since land height has not changed the vulnerability of the greater part of the land area of each island to submergence due to sea level rise is also unchanged and these low-lying atolls remain immediately and extremely vulnerable to inundation or sea water flooding.""",3
"""Entire nation of Kiribati to be relocated over rising sea level threat"".",3
"""Islands disappear under rising seas"".",3
"""First female President Hilda Hine elected in the Marshall Islands"".",3
"""Hilda Heine elected first female Pacific leader as president of Marshall Islands"".",3
"""A sinking feeling: why is the president of the tiny Pacific island nation of Nauru so concerned about climate change?"".",3
"""In The Marshall Islands, Traditional Agriculture And Healthy Eating Are A Climate Change Strategy"".",3
"According to the president of Nauru, the Marshall Islands are the most endangered nation in the world due to flooding from climate change.",3
"Climate change threatens to diminish crop yields, harming food security, and rising sea levels may flood coastal infrastructure and force the abandonment of many coastal cities.",3
"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",3
"rising sea levels, shrinking Arctic sea ice).",3
"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.",3
"Not only does this increase the absorption of sunlight, it also increases melting and sea level rise.",3
"Realising that a deal between the Conservatives and the Liberal Democrats was imminent, the next day on Tuesday 11 May Brown announced his resignation as Prime Minister, marking the end of 13 years of Labour government.",3
"In 2009 several UNFCCC Parties produced the Copenhagen Accord, which has been widely portrayed as disappointing because of its low goals, leading poor nations to reject it.",3
"After initial rises in opinion polls following Brown becoming Prime Minister, Labour's popularity declined with the onset of a recession in 2008, leading to poor results in the local and European elections in 2009.",3
"On 5 June 2007, just three weeks before he was due to take the post of Prime Minister, Brown made a speech promising ""British Jobs for British workers"".",3
"Appearances and news coverage leading up to the handover were interpreted as preparing the ground for Brown to become Prime Minister, in part by creating the impression of a statesman with a vision for leadership and global change.",3
"Nordhaus has suggested, based on the social cost of carbon emissions, that an optimal price of carbon is around $30(US) per ton and will need to increase with inflation.",3
The social cost of carbon is the additional damage caused by an additional ton of carbon emissions.,3
So again we have the right outcome — provided the carbon price equals the social cost.,3
Several administrative advisers have stated that the social cost should be reduced to zero (currently at $36 per ton of carbon dioxide).,3
"Carbon emissions have an ""unpriced"" societal cost in terms of their deleterious effects on the earth's climate.",3
"He suggested using discussions about raising the federal debt ceiling as ""leverage"" to reduce federal spending.",3
He helped bring the issues of the national debt and the national deficit into the national policy debate.,3
"His positions on fiscal policy have included tax cuts, cuts to entitlement programs, freezes on discretionary spending, the elimination of automatic inflation increases in calculating budget baselines, deregulation, and the privatization of social security, Medicare, Medicaid, and education.",3
"Prior to the 2008-2009 U.S. recession, experts argued for steps to be put in place immediately to address an unsustainable trajectory of federal deficits.",3
"""Ignoring the Debt Problem"".",3
"Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.",3
"Not only does this increase the absorption of sunlight, it also increases melting and sea level rise.",3
"When the meltwater seeps down through cracks in the sheet, it accelerates the melting and, in some areas, allows the ice to slide more easily over the bedrock below, speeding its movement to the sea.",3
"This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.",3
"Global warming could lead to an increase in freshwater in the northern oceans, by melting glaciers in Greenland, and by increasing precipitation, especially through Siberian rivers.",3
"If the entire 2,850,000 km3 (684,000 cu mi) of ice were to melt, global sea levels would rise 7.2 m (24 ft).",3
"Ice sheet models project that such a warming would initiate the long-term melting of the ice sheet, leading to a complete melting of the ice sheet (over centuries), resulting in a global sea level rise of about 7 metres (23 ft).",3
"If the entire 2,850,000 cubic kilometres (684,000 cu mi) of ice were to melt, it would lead to a global sea level rise of 7.2 m (24 ft).",3
"If the Greenland ice sheet were to melt away completely, the world's sea level would rise by more than 7 m (23 ft).",3
"The Greenland ice sheet occupies about 82% of the surface of Greenland, and if melted would cause sea levels to rise by 7.2 metres.",3
"Rapidly melting sea ice is causing ocean acidification in the Arctic to occur at faster rates than previously forecast, with serious implications for the food web, according to new research.",3
"The data show a long-term negative trend in recent years, attributed to global warming, although there is also a considerable amount of variation from year to year.",3
"However, the long-term trend is for the plant life on land to die off altogether as most of the remaining carbon in the atmosphere becomes sequestered in the Earth.",3
A 2019 study showed that Antarctica is losing ice six times faster than it was 40 years ago.,3
"More recent research, especially into Antarctica, indicates that this is probably a conservative estimate and true long-term sea level rise might be higher.",3
"The ice shields of Antarctica and Greenland are counted as land, even though much of the rock that supports them lies below sea level.",3
Sea levels drop due to the removal of large volumes of water above sea level in the icecaps.,3
"During the last glacial period the sea-level has fluctuated 20–30 m as water was sequestered, primarily in the Northern Hemisphere ice sheets.",3
"During glaciation, water was taken from the oceans to form the ice at high latitudes, thus global sea level dropped by about 110 meters, exposing the continental shelves and forming land-bridges between land-masses for animals to migrate.",3
"Due to the volume of ice on land, sea level was about 120 meters lower than present.",3
"Though most of human existence has been sustained by hunting and gathering in band societies, many human societies transitioned to sedentary agriculture approximately 10,000 years ago, domesticating plants and animals, thus enabling the growth of civilization.",3
"Humans began to exhibit evidence of behavioral modernity at least by about 100-70,000 years ago and (according to recent evidence) as far back as around 300,000 years ago, in the Middle Stone Age, (with some features of behavioral modernity possibly beginning earlier, and possibly in parallel with evolutionary brain globularization in H. sapiens).",3
"[citation needed] By the beginning of the Upper Paleolithic period (50,000 BP), and likely significantly earlier by 100-70,000 years ago or possibly by about 300,000 years ago behavioral modernity, including language, music and other cultural universals had developed.",3
"Agriculture and sedentary lifestyle led to the emergence of early civilizations (the development of urban development, complex society, social stratification and writing) from about 5,000 years ago (the Bronze Age), first beginning in Mesopotamia.",3
"Over the years, more and more evidence has advanced the idea of ""pre-Clovis"" cultures including tools dating back about 15,550 years ago.",3
"The melting of the ice is making the Northwest Passage, the shipping routes through the northernmost latitudes, more navigable, raising the possibility that the Arctic region will become a prime trade route.",3
"Most fresh water, about 68.7%, is present as ice in ice caps and glaciers.",3
"They include effects on the oceans, ice, and weather and may occur gradually or rapidly.",3
The port of Murmansk remains ice-free year round due to the warm North Atlantic Current and is an important fishing and shipping destination.,3
"""Extreme melt onCanada's Arctic ice caps in the 21st century"".",3
Research shows that the Arctic may become ice-free in the summer for the first time in human history by 2040.,3
"""US Navy predicts summer ice free Arctic by 2016"".",3
"""Some of the models suggest that there is a 75 percent chance that the entire north polar ice cap during some of the summer months will be completely ice-free within the next five to seven years,"" Gore said.",3
Models that best match historical trends project a nearly ice-free Arctic in the summer by the 2030s.,3
"""A sea ice free summer Arctic within 30 years?"".",3
"(2008) estimate that not less than 1,400 gigatonnes of carbon is presently locked up as methane and methane hydrates under the Arctic submarine permafrost, and 5–10% of that area is subject to puncturing by open taliks.",3
"Significant reservoirs of methane clathrates have been found in arctic permafrost and along continental margins beneath the ocean floor within the gas clathrate stability zone, located at high pressures (1 to 100 MPa; lower end requires lower temperature) and low temperatures (< 15 °C; upper end requires higher pressure).",3
"Methane clathrate, or hydrates, occur within and below permafrost soils.",3
"It also contains gas hydrates in places, which are a ""potential abundant source of energy"" but may also destabilize as subsea permafrost warms and thaws, producing large amounts of methane gas, which is a potent greenhouse gas.",3
"""The potential volume of oceanic methane hydrates with variable external conditions"".",3
"Nevertheless, as all the explorers who travelled closer and closer to the pole reported, the polar ice cap is quite thick, and persists year-round.",3
The summer shrinking of the ice has been quoted at 50%.,3
"Global warming has led to decades of shrinking and thinning of the Arctic sea ice, making it vulnerable to atmospheric anomalies.",3
"Other studies show that between 1960 and 1999, the Devon Ice Cap lost 67 km3 (16 cu mi) of ice, mainly through thinning.",3
The 66 km2 (25 sq mi) ice shelf drifted into the Arctic Ocean.,3
"This process is enhanced by global warming, because warmer air holds more water vapor than colder air, so the amount of water vapor in the atmosphere increases as it is warmed by the greenhouse effect.",3
These isotope changes occurred due to the release of carbon from the ocean into the atmosphere that led to a temperature increase of 4-8 °C (7-14 °F) at the surface of the ocean.,3
The heat needed to raise an average temperature increase of the entire world ocean by 0.01 °C would increase the atmospheric temperature by approximately 10 °C.,3
"The upper temperature level is given by the soil or water surface of the earth, which absorbs the incoming sun radiation and warms up, evaporating water.",3
Water vapor and carbon dioxide in the atmosphere provide a temperature buffer (greenhouse effect) which helps maintain a relatively steady surface temperature.,3
"Water use and conservation in California is a politically divisive issue, as the state experiences periodic droughts and has to balance the demands of its large agricultural and urban sectors, especially in the arid southern portion of the state.",3
The valley experienced a severe drought from 2011 to 2017.,3
"By August 2014, a three-year drought was prompting changes to the agriculture industry in the valley.",3
"However, parts of the West get extremely high amounts of rain or snow, and still other parts are true desert and get less than 5 inches (130 mm) of rain per year.",3
Drought is much more common in the West than the rest of the United States.,3
"Most regions have distinct seasons where summer is usually not spoiled by rain and winter turns wet, snowy and humid with mild, cool to cold temperatures, while spring and fall see warm to mild weather characterised by flowers blooming in spring and falling leaves in autumn.",3
"In essence, a tropical monsoon climate tends to either see more rainfall than a tropical savanna climate or have less pronounced dry seasons.",3
"Regions with this variation of the tropical monsoon climate typically see copious amounts of rain during the wet season(s), usually in the form of frequent thunderstorms.",3
There are generally four types of tropical savanna climates: Distinct wet and dry seasons of relatively equal duration.,3
"Despite the potential diversity of climates in the ET category involving precipitation, extreme temperatures, and relative wet and dry seasons, this category is rarely subdivided.",3
Multiple independently produced instrumental datasets confirm that the 2009–2018 decade was 0.93 ± 0.07 °C warmer than the pre-industrial baseline (1850–1900).,3
Near- and long-term trends in the global energy system are inconsistent with limiting global warming to below 1.5 or 2 °C relative to pre-industrial levels.,3
"Current pledges made as part of the Paris Agreement would lead to about 3.0 °C of warming at the end of the 21st century, relative to pre-industrial levels.",3
"Before the Industrial Revolution, naturally occurring amounts of greenhouse gases caused the air near the surface to be warmer by about 33 °C (59 °F) than it would be in their absence.",3
The planet is now 0.8 °C warmer than in pre-industrial times.,3
"Since the last glacial maximum about 20,000 years ago, the sea level has risen by more than 125 metres (410 ft), with rates varying from less than a mm/year to 40+ mm/year, as a result of melting ice sheets over Canada and Eurasia.",3
"This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.",3
"Between 1993 and 2018, thermal expansion of the oceans contributed 42% to sea level rise; the melting of temperate glaciers, 21%; Greenland, 15%; and Antarctica, 8%.",3
"The three main reasons warming causes global sea level to rise are: oceans expand, ice sheets lose ice faster than it forms from snowfall, and glaciers at higher altitudes also melt.",3
"Most of this rise can be attributed to the increase in temperature of the sea and the resulting slight thermal expansion of the upper 500 metres (1,640 feet) of sea water.",3
"Currently, about half of the carbon dioxide released from the burning of fossil fuels remains in the atmosphere and is not absorbed by vegetation and the oceans.",3
"The oceans act as an enormous carbon sink, and have taken up about a third of CO 2 emitted by human activity.",3
"Most of the CO 2 taken up by the ocean, which is about 30% of the total released into the atmosphere, forms carbonic acid in equilibrium with bicarbonate.",3
"NOAA states in their May 2008 ""State of the science fact sheet for ocean acidification"" that: ""The oceans have absorbed about 50% of the carbon dioxide (CO 2) released from the burning of fossil fuels, resulting in chemical reactions that lower ocean pH.",3
"More recently, anthropogenic activities have steadily increased the carbon dioxide content of the atmosphere; about 30–40% of the added CO2 is absorbed by the oceans, forming carbonic acid and lowering the pH (now below 8.1) through a process called ocean acidification.",3
"It was estimated that in the year 2007 Greenland ice sheet melting was higher than ever, 592 km3 (142.0 cu mi).",3
