Text,Textual Rating,Numerical Rating,Review Publisher,FactCheck URL,Claim Date,Claimant,Original article URL (Huimei and Samyak),Original text (Huimei and Samyak),Original article URL Notes (Huimei and Samyak),Notes for Video (Huimei and Samyak),errors
The cladding used on Grenfell Tower was chosen by Ed Miliband to meet EU climate change legislation.,False,1,Full Fact,https://fullfact.org/online/Grenfell-Tower-Labour/,,Missing,,,This post is no longer available.,,
The climate change committee says that the Government is way off target with its climate change commitments and carbon targets.,Correct,3,Full Fact,https://fullfact.org/economy/uk-carbon-emissions-targets/,2018-06-28T00:00:00Z,Clive Lewis MP,https://www.bbc.co.uk/programmes/b09zg78h#t=00h15m50s,"This week, the climate change committee has reported back that the Government is now way off target with its climate change commitments and carbon targets.",video,,
A picture shows the aftermath of climate strikers in Hyde Park in London on 20 September.,Correct,3,Full Fact,https://fullfact.org/online/photo-hyde-park-not-climate-strike/,,Missing,https://www.facebook.com/photo.php?fbid=10220184447585776&set=a.2252546237522&type=3&theater,"Save the planet they said, it'll be great they said !! Hyde pk after yesterday's climate protests. I believe their protests are now all null & void !!",image,,
"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we've been making",Flawed Reasoning,1,Health Feedback,https://healthfeedback.org/claimreview/global-warming-and-the-covid-19-pandemic-are-unrelated-issues-one-will-not-protect-us-from-the-other-life-site-news/,2020-03-17T00:00:00Z,Andrea Widberg,https://archive.is/rRD5w,.,.,,
Video shows IAS officer Vijay Singh lashing out at Western countries at an international forum for their colonial attitude towards India when it comes to action on climate change.,Mostly False,1,India Today,https://www.indiatoday.in/fact-check/story/fact-check-this-is-not-ias-officer-vijay-singh-lashing-out-at-west-over-their-colonial-mindset-1904266-2022-01-25,2022-01-25T00:00:00Z,Social media users,https://twitter.com/hemirdesai/status/1484081925287395332,"See the daring of an Indian official on an international platform. Grand salute to Shri Vijay Singh, IAS",video,,
The G7 summit hangar was full of private jets. This shows how serious those leaders are about climate change.,Mostly False,1,India Today,https://www.indiatoday.in/fact-check/story/fact-check-netizens-link-old-images-of-parked-aircraft-to-g7-summit-in-flight-of-fantasy-1817992-2021-06-22,2021-06-22T00:00:00Z,Social media users,https://archive.is/B5iDM,Thw G7 summit parking lot,image,,
"Image shows Swedish climate activist Greta Thunberg, who had tweeted in support of farmers’ protest in India, eating luxuriously in front of poor and starving children.",Mostly False,1,India Today,https://www.indiatoday.in/fact-check/story/fact-check-picture-of-greta-thunberg-having-food-in-front-of-poor-kids-is-morphed-1770262-2021-02-17,2021-02-17T00:00:00Z,Social media users,https://archive.st/archive/2021/2/twitter.com/40r6/twitter.com/ArunSin22729210/status/1361738681334206464.html,No comparison between two activistists real VS fake,image,,
WEF Founder Klaus Schwab Daughter Nicole Said Permanent Climate Lockdowns Coming Whether You Like It or Not,Never Said,1,Lead Stories,https://leadstories.com/hoax-alert/2023/08/fact-check-wef-founder-klaus-schwabs-daughter-did-not-say-permanent-climate-lockdowns-coming.html,2023-08-02T18:42:00Z,thepeoplesvoice.tv,https://web.archive.org/web/20230801021827/https://slaynews.com/news/klaus-schwabs-daughter-covid-precursor-coming-climate-lockdowns/,Klaus Schwab’s Daughter: Covid Was Precursor to Coming ‘Climate Lockdowns’,.,,
"Pope Francis Says Alcoholics, Autistic and Disabled People Should Be Euthanized To 'Fight Climate Change' - The People's Voice",No Record,1,Lead Stories,https://leadstories.com/hoax-alert/2023/07/fact-check-pope-francis-did-not-say-alcoholics-autistic-and-disabled-people-should-be-euthanized-to-fight-climate-change.html,2023-07-28T21:21:17Z,thepeoplesvoice.tv,https://thepeoplesvoice.tv/pope-francis-says-alcoholics-autistic-and-disabled-people-should-be-euthanized-to-fight-climate-change/,.,video,,
"Kamala said that ""reducing population"" is a goal of the climate change movement",Misspoke,1,Lead Stories,https://leadstories.com/hoax-alert/2023/07/fact-check-kamala-harris-did-not-admit-that-reducing-population-is-climate-change-movements-goal.html,2023-07-17T21:02:00Z,instagram.com,https://www.instagram.com/reel/CusYjIHgqZx/,"Caption Correction: Did Vice President Kamala Harris give a speech to say reducing population is a goal of the climate change movement? No, that's not true: While she did say the words ""reduce population,"" a While House official confirmed to Lead Stories that the intended word was ""pollution,"" and a correction made in the White House transcript reflects that.",video,,
Spanish Minister traveled most of the way to a climate summit in a private jet,Not By Plane,1,Lead Stories,https://leadstories.com/hoax-alert/2023/07/fact-check-spanish-minister-teresa-ribera-did-not-fly-government-jet-to-climate-event.html,2023-07-13T21:13:00Z,facebook.com,https://www.facebook.com/sarah.moran.589/posts/pfbid02kosWYgeJEjubQT4JCTcKnzLD4JYFq6gozvvh4BCfEYrxYmFJGJT8KQwWWhjFxWGHl,The Spanish environment minister arrived at the climate summit by private jet with a four car cavalcade and did the last few metres on a bike.,video,,
there is no scientific consensus that climate change global warming is real or caused by humans,>99% Agree,3,Lead Stories,https://leadstories.com/hoax-alert/2023/07/fact-check-there-is-scientific-consensus-that-climate-change-is-real-and-caused-by-human-activities.html,2023-07-12T22:17:00Z,instagram.com,https://www.instagram.com/reel/CuGPkC2phKu/?utm_source=ig_embed&ig_rid=67d8628e-b7e7-4b2a-bd6d-f9c9481ee40b,It Doesn't Take A Scientist To Tell You Money Creates Biases.,video,,
there is no definitive scientific proof through real-world observation that carbon dioxide is responsible for any of the slight warming of the global climate,Evidence-Based,3,Lead Stories,https://leadstories.com/hoax-alert/2023/06/fact-check-co2-contribution-to-climate-change-does-not-lack-definitive-scientific-proof.html,2023-06-15T20:12:00Z,facebook.com,,,This post is no longer available.,,
Hillary Clinton: ‘It’s Time to BAN Cash To Fight Climate Change’,Fake Statement,1,Lead Stories,https://leadstories.com/hoax-alert/2023/02/fact-check-no-evidence-that-hillary-clinton-has-said-its-time-to-ban-cash-to-fight-climate-change.html,2023-02-14T00:00:00Z,newspunch.com,https://web.archive.org/web/20230213151148/https://newspunch.com/hillary-clinton-its-time-to-ban-cash-to-fight-climate-change/,.,.,,
The World Economic Forum issues a 'once-a-week' bathing order to combat climate change.,No Bath Order,1,Lead Stories,https://leadstories.com/hoax-alert/2022/12/fact-check-wef-did-not-issue-weekly-bathing-order-as-response-to-climate-change.html,2022-12-31T22:34:00Z,NewsPunch,https://web.archive.org/web/20221231230349/https://newspunch.com/wef-orders-public-to-bathe-once-a-week-or-less-to-save-the-planet/,WEF Orders Public To Bathe ‘Once a Week or Less’ To Save the Planet,.,,
WEF Wants To Cancel Christmas To Fight Climate Change,No Such Tweet,1,Lead Stories,https://leadstories.com/hoax-alert/2022/12/fact-check-wef-did-not-tweet-that-christmas-must-be-abolished.html,2022-12-30T18:20:00Z,newspunch.com,https://thepeoplesvoice.tv/wef-wants-to-cancel-christmas-to-fight-climate-change/,.,.,,
WEF Calls For Slaughter of Millions of Pet Cats and Dogs To Fight Climate Change,No Pet Purge,1,Lead Stories,https://leadstories.com/hoax-alert/2022/12/fact-check-wef-is-not-calling-for-slaughter-of-millions-of-pet-cats-dogs-to-fight-climate-change.html,2022-12-13T20:46:00Z,newspunch.com,https://thepeoplesvoice.tv/wef-wants-to-slaughter-millions-of-pet-cats-and-dogs-to-fight-climate-change/,.,.,,
Bill Gates Caught Admitting Climate Change Is WEF Scam to Inner Circle,Never Said,1,Lead Stories,https://leadstories.com/hoax-alert/2022/10/fact-check-bill-gates-was-not-caught-admitting-climate-change-is-wef-scam.html,2022-10-03T21:57:00Z,newspunch.com,https://thepeoplesvoice.tv/bill-gates-caught-admitting-climate-change-is-wef-scam-to-inner-circle/,.,.,,
German Weather Maps Prove Climate Change Isn’t Real,Can't Compare,2,Lead Stories,https://leadstories.com/hoax-alert/2022/07/fact-check-2-german-weather-maps-do-not-prove-climate-change-isnt-real.html,2022-07-25T18:43:00Z,facebook.com,https://www.instagram.com/reel/CgSmyDOjKlb/?utm_source=ig_embed&ig_rid=b0ffb17c-a96a-46c9-b18f-1c17db3883ab,Will you fall for this trick?,video,,
Map Image Depicts The U.S. In 30 Years If We Don’t Reverse Climate Change,Mislabeled Map,2,Lead Stories,https://leadstories.com/hoax-alert/2022/07/fact-check-map-does-not-depict-us-in-30-years-if-we-dont-reverse-climate-change.html,2022-07-12T23:42:50Z,facebook.com,https://www.facebook.com/photo.php?fbid=10166557572810010&set=a.10150866734020010,How crazy that scientists say this map represents the United States in 30 years if we don’t reverse climate change,image,,
Photos of Sydney's Palm Beach prove climate change is a hoax,Sea Level Rose,1,Lead Stories,https://leadstories.com/hoax-alert/2021/04/fact-check-historic-photos-of-sydneys-palm-beach-do-not-prove-climate-change-is-hoax.html,2021-04-24T01:15:32Z,facebook.com,,,This post is no longer available.,,
"Ted Cruz tweeted ""I'll believe in climate change when Texas freezes over.""",Fake Tweet,1,Lead Stories,https://leadstories.com/hoax-alert/2021/02/fact-check-ted-cruz-did-not-say-i'll-believe-in-climate-change-when-texas-freezes-over.html,2021-02-19T22:45:46Z,facebook.com,https://perma.cc/H9E8-XZDR,I’ll believe in climate change when Texas freezes over,image,,
"NASA Admits That Climate Change Occurs Because of Changes in Earth’s Solar Orbit, and NOT Because of SUVs and Fossil Fuels",False,1,Lead Stories,https://leadstories.com/hoax-alert/2019/09/fake-news-nasa-not-admit-climate-change-occurs-because-of-changes-in-earths-solar-orbit.html,2019-09-01T15:55:18Z,techultras.com,https://archive.is/GcXTE,.,.,,
Global warming data FAKED by government to fit climate change fictions,False,1,Lead Stories,https://leadstories.com/hoax-alert/2019/10/fake-news-global-warming-data-not-faked-by-government-to-fit-climate-change-fictions.html,2019-10-01T20:06:16Z,naturalnews.com,https://www.naturalnews.com/045695_global_warming_fabricated_data_scientific_fraud.html?fbclid=IwAR29uijjq_gKaYGUALvBIbDOvrj5P4rR1nfVXSr9anxp3Vknsw50qJlIn1c,.,.,,
"A 32-year-old California man, dubbed 'Mr. Climate Change' in a meme, responsible for starting 32 wildfires in 2020.",Alibi,2,Lead Stories,https://leadstories.com/hoax-alert/2020/09/fact-check-mr-climate-change-is-not-responsible-for-lighting-32-wildfires-in-2020.html,2020-09-21T19:16:47Z,facebook.com,https://web.archive.org/web/20200921181646/https://www.facebook.com/photo.php?fbid=10157109438611612,"Police in California on Wednesday arrested a 32-year-old man accused of setting multiple wildfires that have scorched thousands of acres and forced mass evacuations. The fire killed five firefighters and consumed more than 41,000 acres.
 Biden and the Democrats are speechless because they kept insisting it was due to climate change.",image,,
AOC opposes Daylight Savings Time because the extra hour of sunlight drastically speeds up climate change,False,1,Lead Stories,https://leadstories.com/hoax-alert/2019/03/fake-news-aoc-opposes-daylight-savings-time-because-the-extra-hour-of-sunlight-drastically-speeds-up.html,2019-03-28T12:50:35Z,npcdaily.com,https://archive.is/NkbNP,.,.,,
Trashy Photo shows Aftermath Of The Climate Change Rally In Hyde Park,False,1,Lead Stories,https://leadstories.com/hoax-alert/2019/09/fake-news-%20trashy-photo-not-aftermath-of-climate-change-rally-in-hyde-park.html,2019-09-23T16:51:28Z,facebook.com,https://archive.is/m55t3,Aftermath of the climate change rally in Hyde Park,image,,
WEF Advisor Yuval Noah Harari called for flight bans and lockdowns to combat climate change.,False,1,Logically Facts,https://www.logicallyfacts.com/en/fact-check/false-yuval-noah-harari-is-not-a-wef-advisor-and-did-not-endorse-flight-bans-or-lockdowns-to-combat-climate-change,2023-09-04T00:00:00Z,Facebook,,,This post is no longer available.,,
Kuwait tire fires cause climate change and global warming,Misleading,2,Logically Facts,https://www.logicallyfacts.com/en/fact-check/misleading-video-of-tires-burning-in-kuwait-used-to-downplay-importance-of-reducing-greenhouse-gas-use,2023-07-28T00:00:00Z,"Social media users; Tik Tok, Twitter",https://observers.france24.com/en/asia-pacific/20210826-kuwait-tyre-graveyard-fire-pollution,Kuwaiti citizens deal with effects of fires in world’s largest tyre graveyard,.,,
Human activities have little effect on climate change,False,1,Logically Facts,https://www.logicallyfacts.com/en/fact-check/false-claims-that-human-activities-have-little-effect-on-climate-change-are-false,2023-07-26T00:00:00Z,"Social media users; X, Facebook, Rumble",https://www.youtube.com/watch?v=pwvVephTIHU,Global warming: why you should not worry.,video,,
Climate change is caused by an upcoming pole shift,False,1,Logically Facts,https://www.logicallyfacts.com/en/fact-check/false-no-climate-change-is-not-caused-by-an-upcoming-pole-shift,,Facebook users,https://perma.cc/KB7X-PGWC,"The Sun is out of place, the Moon is out of place and the stars are out of place. The compases are off",.,,
Pope Francis called for euthanizing people with disabilities and alcoholics to combat climate change,False,1,Logically Facts,https://www.logicallyfacts.com/en/fact-check/false-pope-francis-has-not-called-for-euthanizing-people-with-disabilities-and-alcoholics-to-combat-climate-change,2023-07-28T00:00:00Z,The People's Voice,https://thepeoplesvoice.tv/pope-francis-says-alcoholics-autistic-and-disabled-people-should-be-euthanized-to-fight-climate-change/,.,video,,
Milankovitch cycles and solar inertial motion are the 'real reason' behind climate change,False,1,Logically Facts,https://www.logicallyfacts.com/en/fact-check/false-milankovitch-cycles-and-solar-inertial-motion-are-not-the-real-reason-behind-climate-change,2023-07-18T00:00:00Z,Robin Monotti,https://web.archive.org/web/20230719074647/https://twitter.com/robinmonotti/status/1681248998902882304,"The distance of where you are from the Sun is constantly changing because the Earth's orbit around the Sun is VERY irregular. Start by learning the three Milankovitch Cycles, then look into Solar Inertial Motion. None of this has anything to do with humans.",.,,
Video of park rangers in Death Valley wearing jackets in extreme heat is an evidence that climate change is a hoax,False,1,Logically Facts,https://www.logicallyfacts.com/en/fact-check/false-no-footage-of-park-rangers-in-death-valley-wearing-jackets-in-extreme-heat-is-not-evidence-that-climate-change-is-a-hoax,,Ben Gilroy,https://www.imago-images.com/st/0299380716,"Death Valley National Park, California, U.S. - Park Rangers pretend to be cold as",image,,
"Pope Francis is calling to euthanize people with autism, alcoholism, and other minor illnesses and disabilities to help humanity fight climate change, in support of the World Economic Forum campaign.",False,1,Missing,https://misbar.com/en/factcheck/2023/08/08/pope-francis-has-not-called-for-euthanasia-fight-climate-change,2023-08-08T09:08:00Z,Bee Gromit,https://thepeoplesvoice.tv/pope-francis-says-alcoholics-autistic-and-disabled-people-should-be-euthanized-to-fight-climate-change/,.,.,,
"The temperature is below zero in several areas, which proves that there is no climate change.",False,1,Missing,https://misbar.com/en/factcheck/2023/02/05/extreme-cold-weather-does-not-mean-that-climate-change-is-a-scam,2023-02-05T09:47:00Z,Wanda Betts,https://twitter.com/pctwood_74/status/1621745485496082434?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1621745485496082434%7Ctwgr%5Ece34f5395dc93ac071da7cc62b48057df543aaee%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fmisbar.com%2Fen%2Ffactcheck%2F2023%2F02%2F05%2Fextreme-cold-weather-does-not-mean-that-climate-change-is-a-scam,Just checked the temperature outside and it’s 10 below zero! I haven’t seen -10 since global warming started! So much for climate change!,.,,
Climate change is a hoax.,Misleading,2,Missing,https://misbar.com/en/factcheck/2022/11/09/climate-change-is-not-a-hoax,2022-11-09T11:56:00Z,Steve Milloy,https://twitter.com/PeterSweden7/status/1589983578624262144,Climate change is not a threat to humanity. Climate change will not make humanity extinct. Climate change is a scam by the elite to gain total control. Pass it on.,.,,
CNN purported screenshotclaims Climate change is seasonal and will be back next year,False,1,Missing,https://www.vishvasnews.com/english/viral/fact-check-viral-screenshot-purporting-to-be-of-cnn-climate-change-story-is-fake/,2022-09-23T09:58:26Z,Karlito Chamberz,https://www.facebook.com/photo?fbid=10221802177829259&set=a.4495264065304,"Climate change will be back next summer guys, for all those that didn’t know climate changes every season",image,,
Pyramid stage at Glastonbury after the speech of Swedish climate activist Greta Thunberg,Misleading,2,Missing,https://newsmobile.in/articles/2022/06/29/fact-check-image-of-2015-post-glastonbury-music-fest-erroneously-linked-with-greta-thunberg/,2022-06-28T00:00:00Z,Social media,https://www.facebook.com/groups/922079058254447/posts/1408753002920381/,.,image,,
Video shows IAS officer Vijay Singh lashing out at Western countries at an international forum for their colonial attitude towards India when it comes to action on climate change,False,1,Missing,https://newsmobile.in/articles/2022/01/28/fact-check-no-person-criticizing-western-countries-in-viral-video-is-not-an-ias-officer/,2022-01-22T00:00:00Z,Social Media,https://twitter.com/hemirdesai/status/1484081925287395332,"See the daring of an Indian official on an international platform. Grand salute to Shri Vijay Singh, IAS",video,,
NASA admits that man-made climate change is a hoax!,False,1,Missing,https://www.vishvasnews.com/english/viral/fact-check-nasa-didnt-make-this-statement-on-human-made-climate-change-viral-post-is-a-fake/,2021-10-14T06:54:14Z,Instagram user: schell.david,https://archive.is/tIfvQ,.,image,,
Jeff Bezos is set to become a trillionaire and holds three times the amount necessary to end climate change.,False,1,Missing,https://misbar.com/en/factcheck/2021/07/20/jeff-bezos-does-not-have-3x-the-amount-of-wealth-needed-to-save-the-planet,2021-07-20T08:55:00Z,Bitches of Karma,https://www.instagram.com/p/CRIcdIoF5wA/?utm_source=ig_embed&ig_rid=e5e69123-1e2b-408d-a70d-1547406110bd,.,.,,
Greta Thunberg said that the climate crisis doesn't exist.,False,1,Missing,https://misbar.com/en/factcheck/2021/06/23/greta-thunberg-did-not-say-the-climate-crisis-doesn%E2%80%99t-exist,2021-06-23T09:03:00Z,@tv,https://www.instagram.com/tv/CQY_JITnBYe/,.,video,,
A video shows a satanic ceremony being held outside of the G7 summit.,False,1,Missing,"https://misbar.com/en/factcheck/2021/06/22/video-shows-climate-change-activists,-not-satanists",2021-06-22T08:58:00Z,Joanna Dehen,.,.,image,,
President Joe Biden plans to give more funding to the Israeli government than to fighting climate change.,Commotion,2,Missing,https://misbar.com/en/factcheck/2021/05/24/commotion-biden-administration-funding-plans,2021-05-24T09:15:00Z,Ahmed Eldin | أحمد شهاب الدين,https://stephensemler.substack.com/p/bidens-foreign-aid-plan-funds-the?utm_source=%2Fsearch%2Fclimate%2520change%2520israel&utm_medium=reader2,.,.,,
"The term “climate change” will now be “climate emergency.""",True ,3,Missing,https://misbar.com/en/factcheck/2021/04/19/climate-change-is-now-climate-emergency-in-some-media,2021-04-19T00:34:00Z,Scientific American,https://twitter.com/sciam/status/1381608046154158085?lang=en,"Scientific American has agreed with major news outlets worldwide to start using the term “climate emergency” in its coverage of climate change. Read our statement about this decision, and the impact we hope it can have throughout the media landscape.",image,,
"NASA data shows that the Earth has become significantly greener over the last few decades, meaning that climate change is beneficial for the planet or isn't real.",Misleading,2,Missing,https://misbar.com/en/factcheck/2021/03/27/earth-greening-doesnt-disprove-climate-change,2021-03-27T02:40:00Z,FightForClimateRealism,https://consciouslifenews.com/new-nasa-satellite-data-prove-carbon-dioxide-is-greening-the-earth-and-restoring-forests/11202749/,.,.,,
Snow precipitation in northern Saudi Arabia is due to climate change.,Misleading,2,Missing,https://misbar.com/en/factcheck/2021/02/18/it-annually-snows-north-the-ksa,2021-02-18T12:44:00Z,pilot_HaTTeM,https://twitter.com/rexchapman/status/1362214038780981249,"Hey climate deniers — 
 
 it’s snowing now in Saudi Arabia…",video,,
"While the Western US was plagued by wildfires in September 2020, maps showed Western Canada was experiencing no such fires, despite having essentially the same climate, biome, and ecosystem.",False,1,Missing,https://misbar.com/en/factcheck/2020/09/16/north-american-wildfires-do-not-stop-at-canada,2020-09-16T09:24:00Z,Roadtoserfdom,https://twitter.com/roadtoserfdom3/status/1305573192510181379,Better evidence is this since photos could be questioned.,image,,
Congresswoman Alexandria Ocasio-Cortez opposes daylight saving because it accelerates climate change.,Satire,1,Missing,https://misbar.com/en/factcheck/2020/06/19/false-aoc-opposes-daylight-saving-time-because-it-accelerates-climate-change,2020-06-19T14:08:00Z,Missing,.,.,image,,
Video shows Greta Thunberg denied Climate crisis,False,1,Newsmobile,https://newsmobile.in/articles/2021/06/24/fact-check-video-manipulated-to-show-greta-thunberg-denied-climate-crisis/,2021-06-22T00:00:00Z,Social Media,https://www.facebook.com/thomas.samoht.102977/posts/270302264851316,"Greta Thunberg says, “...Since climate change doesn’t exist...”
 President Donald J. Trump calls the climate crisis a HOAX. 
 Is Greta now working with the white hats and no longer controlled by the deepstate?",video,,
Map showing U.S. submerged underwater by 2052,False,1,Newsweek,https://www.newsweek.com/fact-check-climate-map-showing-us-submerged-underwater-2052-real-1723733,2022-07-12T11:11:50Z,Twitter users,https://twitter.com/mrj880/status/1545450683897466880,Scientists say this map represents the US in 30 years if we don’t reverse climate change. pic.twitter.com/8AH8NfaqCY,image,,
A 1912 newspaper article predicted coal-fueled climate change,True ,3,Newsweek,https://www.newsweek.com/1912-newspaper-predict-coal-fueled-climate-change-1619060,2021-08-13T11:00:43Z,@learnhistory,https://twitter.com/Iearnhistory/status/1425673866609762306,Climate change prediction from 1912,image,,
Joe Biden's climate plan includes cutting 90% of red meat from U.S. diets,False,1,Newsweek,https://www.newsweek.com/fact-check-joe-biden-red-meat-climate-change-1586373,2021-04-26T13:15:34Z,Lauren Boebert,https://twitter.com/laurenboebert/status/1385955098715729926,Joe Biden’s climate plan includes cutting 90% of red meat from our diets by 2030. They want to limit us to about four pounds a year. Why doesn’t Joe stay out of my kitchen?,.,,
The Paris Climate Agreement Unconstitutional,False,1,Newsweek,https://www.newsweek.com/fact-check-paris-climate-agreement-unconstitutional-1563552,2021-01-22T00:27:34Z,Lauren Boebert,https://twitter.com/laurenboebert/status/1352242615652122626,Unilaterally entering the Paris Agreement was wrong in 2016 and it’s wrong now. America shouldn’t spend a penny on this unconstitutional treaty unless it is ratified by the U.S. Senate.,.,,
"Arson, not climate change, is to blame for the hundreds of wildfires engulfing large parts of the Mediterranean region.",Misleading,2,PA Media,https://pa.media/blogs/fact-check/wildfires-are-more-likely-to-spread-and-become-serious-because-of-climate-change/,2023-07-23T00:00:00Z,Internet user,https://twitter.com/EssexPR/status/1683165594835623936,Who knew.. Climate change my arse.. Bet the BBC don’t report that.,image,,
Oxfordshire County Council is imposing a “climate lockdown” trial in 2024 “to lock residents into one of six zones to ‘save the planet’ from global warming”.,False,1,PA Media,https://pa.media/blogs/fact-check/fact-check-traffic-filters-trial-will-divert-drivers-at-certain-times/,2022-12-06T00:00:00Z,Internet user,https://web.archive.org/web/20221212193322/https://www.youtube.com/watch?v=2pRP8fKsnXo,.,video,,
"1,609 scientists signed a declaration saying “There is no climate emergency.”",Mostly False,1,PolitiFact,https://www.politifact.com/factchecks/2023/oct/09/tweets/did-1609-scientists-sign-a-declaration-saying-ther/,2023-09-15T00:00:00Z,Tweet,https://twitter.com/claushetting/status/1691807290783920324,"1609 scientists sign the World Climate Declaration: 'There is no climate emergency'.
 Here it is.",.,,
“The reality is more people are dying of bad climate change policies than they are of actual climate change.”,Pants on Fire,1,PolitiFact,https://www.politifact.com/factchecks/2023/aug/24/vivek-ramaswamy/vivek-ramsaswamys-misleading-gop-debate-claim-abou/,2023-08-23T00:00:00Z,Vivek Ramaswamy,https://twitter.com/VivekGRamaswamy/status/1688684396201529350,"Fact: the climate disaster death rate has *declined* by 98% over the last century, even as carbon emissions have risen. The average person is 50X less likely to die of a climate-related cause than in 1920. Why? Fossil fuels. An inconvenient truth for the climate cult.",video,,
"""The climate change agenda is a hoax.""",False,1,PolitiFact,https://www.politifact.com/article/2023/aug/24/fact-checks-first-republican-presidential-debate/,2023-08-24T00:00:00Z,Vivek Ramaswamy,.,.,Presidential debate,,
"""The reality is the anti-carbon agenda is the wet blanket on our economy. And so the reality is more people are dying of bad climate change policies than they are of actual climate change.""",Half True,2,PolitiFact,https://www.politifact.com/article/2023/aug/24/fact-checks-first-republican-presidential-debate/,2023-08-23T00:00:00Z,Vivek Ramaswamy,.,.,Presidential debate,,
“I’ve already” declared a national climate emergency,False,1,PolitiFact,https://www.politifact.com/factchecks/2023/aug/17/joe-biden/joe-biden-incorrectly-says-he-declared-a-national/,2023-08-09T00:00:00Z,Joe Biden,https://weather.com/news/climate/video/president-biden-says-climate-is-existential-threat-to-humanity,.,video,,
"Nicole Schwab said, “Permanent climate lockdowns coming — whether you like it or not.”",False,1,PolitiFact,https://www.politifact.com/factchecks/2023/aug/03/instagram-posts/claim-that-klaus-schwabs-daughter-warned-of-climat/,2023-08-01T00:00:00Z,Instagram posts,https://twitter.com/jimfergusonuk/status/1685860420416929793,Klaus Schwab’s Daughter: 'Permanent Climate Lockdowns Coming – Whether You Like It or Not' The war on humanity continues with this #WEF2030Agenda spawn of Schwab. The pushback is coming whether “they like it or not” #GlobalResistance #UK #USA,image,,
"The World Economic Forum ""wants to slaughter millions of pet cats and dogs to fight climate change.""",Pants on Fire,1,PolitiFact,https://www.politifact.com/factchecks/2023/jul/06/facebook-posts/world-economic-forum-called-for-euthanizing-millio/,2023-06-28T00:00:00Z,Facebook posts,https://www.facebook.com/chelle.rochester.3/posts/310980037926706/,Hopefully this pisses you the fuck off.,video,,
"Climate change is caused by corporations using ""weather modification patents.”",False,1,PolitiFact,https://www.politifact.com/factchecks/2023/mar/29/instagram-posts/human-activity-causes-climate-change-yes-greenhous/,2023-03-23T00:00:00Z,Instagram posts,https://www.instagram.com/p/CqG-KFXPzxK/?utm_source=ig_embed&ig_rid=5e0b1636-7ba1-43b9-9a2d-1b92e468b25d,.,image,,
“Every single county in New York has experienced a federal climate disaster between 2011-2021.”,Mostly True,3,PolitiFact,https://www.politifact.com/factchecks/2023/mar/29/rebuild-design/did-every-county-new-york-state-experience-federal/,2023-03-01T00:00:00Z,Rebuild by Design,https://rebuildbydesign.org/wp-content/uploads/2023/02/NEW-YORK_Web.pdf,.,.,,
"“Humans are not causing climate change.” Magnetic pole shifting “is causing havoc worldwide in weather, climate, earthquakes, tsunamis, etc.”",False,1,PolitiFact,https://www.politifact.com/factchecks/2023/feb/15/instagram-posts/do-magnetic-pole-shifts-cause-modern-climate-chang/,2023-02-10T00:00:00Z,Instagram post,https://www.instagram.com/p/CofCAqouLMB/?img_index=1,"Humans are not causing climate change
 
 I know this is unpopular belief because it’s used as a pol*tical tool
 
 This isn’t fear mongering, but simply facts.
 
 We have no way of knowing when this shift will occur or how quickly but it’s been an earth phenomenon for eons
 
 Magnetic pole shifting is complex and I suggest you do some research as it is causing havoc worldwide in weather, climate, earthquakes, tsunamis etc.
 
 Do not fear, but do not bury your head in the sand. Be prepared and listens to your intuition.",image,,
“NOAA makes it official… CO2 warming is a hoax.”,False,1,PolitiFact,https://www.politifact.com/factchecks/2023/jan/24/viral-image/climate-change-real-and-earth-warming/,2023-01-22T00:00:00Z,Viral image,https://twitter.com/junkscience/status/1613724250011242497,"NOAA makes it official.
 
 Last 8 years... global cooling... at a rate of 0.11°C/decade.... despite 450+ billion tons of emissions worth 14% of total manmade CO2 in the atmosphere.
 
 CO2 warming is a hoax.",image,,
Climate change is “dictated by solar activity and the moon” and has “nothing to do with mankind.”,False,1,PolitiFact,https://www.politifact.com/factchecks/2022/nov/29/instagram-posts/no-climate-change-isnt-driven-by-solar-activity-an/,2022-11-13T00:00:00Z,Instagram video,https://perma.cc/K3KW-VENN,.,video,,
"President Joe Biden said, “I know you all know there’s no climate problem,” proving that people have been “lying for decades” about climate change.",False,1,PolitiFact,https://www.politifact.com/factchecks/2022/nov/17/instagram-posts/bidens-theres-no-climate-problem-comment-was-a-jok/,2022-11-15T00:00:00Z,Instagram posts,https://www.instagram.com/reel/Ck_IYJNPy-l/,Yes we know ya'll have been lying for decades.,video,,
Video shows “California sets their own forest fires and claims them as climate change effects.”,False,1,PolitiFact,https://www.politifact.com/factchecks/2022/oct/20/instagram-posts/video-shows-controlled-burn-not-climate-change-hoa/,2022-10-17T00:00:00Z,Instagram posts,https://www.instagram.com/reel/Cj1NzX_J0Tz/?utm_source=ig_embed&ig_rid=5e13b2d4-12f2-41c5-bcd2-40c9e284c520,.,video,,
